Review Title,Review Description,Review Rating,Month of Stay:,Type of Trip:,No. of contributions from reviewer:,No. of helpful votes on review:,Hotels
Honeymoon Vacation,"We would like to say our heartfelt thanks to the staffs of The Fullerton Bay hotel. We would like to mentioned our upmost gratitude with the hospitality your staff has provided with during our honeymoon. From the gifts and surprise you have provided, we are truly grateful.   We would like to comment your staffs Mr.Indra and Ms.Olivia for attending to us during our stay. They were kind and compassionate devoted to all the guests including us. We had a wonderful stay with The Fullerton Bay hotel and rest assured we will definitely back here to enjoy the moments again.   Thank you once more, The Fullerton Bay Hotel. Looking forward to our next staycation with you guys.  Stay safe and take care all!!!  Warmest Regards, Mr. & Mrs. Firdanshah",50,May-22,Travelled as a couple,1,0,Fullerton
Wonderful expericence,One of the most remarkable stay with a stunning view of the Marina bay.. The room was lovely and the bed  was comfortable. The staff were friendly and make you feel very welcome. A place that make you feel at home ,50,May-22,Undisclosed,2,0,Fullerton
Birthday celebration in FBH and FH (Part 1),"Celebrated my wife birthday in Fullerton Bay Hotel from 16 to 19 May. The managers and staff were so warmth and provided us excellent services. The bay view room design are modern and beautiful, at level 1 the balcony was spacious facing MBS. The morning breakfast in La Brasserie is amazing and delicious. We love the room and food! Sincerely we wish to thanks Sharon for assisting our room arrangement and co-ordination for FBH and FH. We enjoyed so much! Also Kelly excellent service to prepare our room arrangement, accompanied us to the room and co-ordinated the room birthday decor for my wife. She was so Happy :)    Our appreciation to the FBH Team that care for us the past 4 days stayed (I believe there will be some fantastic service people’s I may miss out). Cheers….  We were…",50,May-22,Travelled as a couple,90,28,Fullerton
Lantern was great!,"Was my girlfriends birthday and we came With a couple of good friends, and Loges made it really special! Thank you Loges for such an excellent service :) she loved the ondeh ondeh cake and your company at our table!",50,May-22,Travelled with friends,3,3,Fullerton
Nice stay With a few suggestions for improvement,Wonderful Hotel in a perfect spot. The price / performance ration was not fully appropriate. The rooms and the maid service were perfect. The Rooftop view with the pool are awesome. The breakfast could have more selection. ,40,May-22,Undisclosed,1,0,Fullerton
"A short, but fantastic stay","Me and my fiance were there for one night but we enjoyed our stay here; the front desk staff were helpful with my enquiries, the room was clean and immaculate on arrival and the breakfast was fantastic with the a la carte and buffet options. Next time I return to Singapore, we will stay here longer! ",50,May-22,Undisclosed,2,0,Fullerton
Service & Room Review,"The Anderson suite was fantastic. From the cleanliness and serviceability of the room to the panoramic view.   The jacuzzi room was beyond imagination. Once in a lifetime experience. Though we felt that the toilet was a downgrade from the suite. Automatic toilet bowls, bidet, dual sinks could be added.  All in all, we had a wonderful stay and we would definitely be back!",50,May-22,Undisclosed,1,0,Fullerton
Back again,"Back again at this fantastic hotel. We were able to check in fairly early which was appreciated, beautiful rooms and bathrooms and a nice balcony to enjoy. The beds are comfortable with nice bedding. The service is mostly very good, but during breakfast it was at times not so good, things were forgotten, wrong meals delivered and having to wait for a long time to be served. What really disappointed us was that there was no restaurant service by the pool, The Lantern did not open until 5 PM, this was not OK, meaning no drinks or food beeing served until late afternoon. Hope the opening hours will change eventually. At night a great place to be serving drinks with a smile Had a nice afternoon tea our last day. Will absolutely be back",50,Apr-22,Undisclosed,37,30,Fullerton
Very good experience; but needs some improvements to be at the top,"The experience overall was very good. The location is pretty much perfect, also the service in general is excellent, so is the wow effect when you arrive. So why not a five then? First, having stayed in manny similar hotels elsewhere in Asia, I was surprised by the narrow options for breakfast (which is usually one key feature of many high end hotels in the region), maybe it is was due to Covid restrictions, but I was quite surprised to see that there were only a few a la carte options, rather than the usual massive spread of different buffet and a la carte alternatives. My second negative comment is regarding the fitness facilities. The gym is basically two treadmills and a few weights cramped on a 30m2 space…if there more than two people at the same time you are bumping into…",40,Apr-22,Travelled with family,16,24,Fullerton
2 star service at 5 star prices,"On my first visit to Singapore in 3 years, I was extremely disappointed in the Fullerton Bay. On Arrival my wife was shown to our room...to discover another guest had already been checked into it. Not an issue, mistakes happen, until the front desk clerk tried to insist she take the room once luggage had been removed.."" The room was cleaned, it is fine"" ...as in cleaned before someone else put their luggage in it and had access. Other than that, the hotel was not really fully open. The rooftop restaurant was closed until 5 pm, and other outlets were usually full, or in the case of The Brasserie, horrible. Again, staff was overall unhelpful and aloof.",20,May-22,Undisclosed,34,78,Fullerton
"Good drinks, food and great view of MBS","Celebrated mother's day here! Not too crowded which was good. Food and drinks were good! If you want a quiet night in, this is the place! Loges was also very attentive and helpful. Cheers mate and thank you for the flower for my mum!",50,May-22,Travelled with family,1,0,Fullerton
22 years Wedding Anniversary,"The Fullerton Bay Hotel Singapore The hotel showcasing the rich heritage through the preservation and restoration of historic buildings. The rooms were spacious and clean. The view was spectacular and the staff were extremely helpful & friendly from all departments. Perfect location, wonderful staff, stunning hotel, excellent facilities, can’t wait to return again #staycationweddinganniversary #fullertonbayhotelsingapore🧸",50,May-22,Undisclosed,1,0,Fullerton
Excellent service and amenities,"Booked Bay view room (22 years of wedding anniversary). Superb view of the marina, excellent service from point of check in till check out.  Room was spacious and cosy. Good night view from Lantern at the rooftop bar and restaurant.   Rated 4 of 5, leaving space for self improvement.",40,May-22,Travelled with family,102,9,Fullerton
