Review Title,Review Description,Review Rating,Month of Stay:,Type of Trip:,No. of contributions from reviewer:,No. of helpful votes on review:,Hotels
not enough superlatives - outstanding,"This was my first visit to Singapore, and choosing where to stay can be daunting with sp much choice. I wanted to be in the Colonial district, close to Raffles ( which is currently being renovated), close to shops and with easy access to MRT (City Hall is direct 20-30 min from Changi an 5-10 min flat walk from the hotel) for a reasonable price. Beyond that my expectations for a short business trip were realistic.   From the moment I checked in - which happened to be very early so bags left and freshened up on the fourth floor swimming pool area, everything was smooth, efficient, very friendly and courteous staff. My room was upgraded to the 11th floor - room 1182 which was fantastic, great views, quiet, plush, all the amenities you could want and more. Breakfast was very good…",50,Mar-18,Travelled on business,607,350,Carlton
Excellent stay!,"We stayed for 3 nights in a Premier Room. The room was clean, a big size and had great views of the city. The lounge was lovely to go to for a drink before going out for dinner in evenings.  We chose to go downstairs for our breakfast which offered a wide range of options but the lounge is also open for breakfast.  The ‘handy phone’ was a great bonus when out and about with internet connection for using google maps etc and also calling to make dinner reservation.  It is an excellent location for exploring Singapore. ",50,Mar-18,Travelled as a couple,7,7,Carlton
"Good Value, Good Location, Excellent Service","I stayed at the Carlton Hotel Singapore for a week on business and it was a very pleasant experience.   Check-in: The check-in was smooth and the service was very good. I arrived almost an hour prior to the regular check-in period, but could check-in without issue and was also upgraded to an executive room with no charge as well. 5/5  Room: The room was modern decor, not extravagant but clean and very suited for the business traveller. The room looked out into another office building but was not a major issue. 4/5  Location and Value: The hotel is located about equidistance between two MRT stations - City Hall and Bras Basah. It is also located diagonally across the street from Raffles City, where the Swissotel The Stamford and the Fairmont are. The aforementioned two hotels had…",50,Feb-18,Travelled on business,5,0,Carlton
Home from home when on Business ,"I love staying here.  They really do make you feel at home.  The premier lounge is a fabulous place to either work from or have after cocktails with view of the city.  Great staff, wonderful service. Fabulous location. ",50,Jan-18,Travelled on business,14,12,Carlton
In Singapore you need to be better than this,"Long waiting at the check-in, nice room, quick (maybe too quick) room cleaning, good choice at breakfast but the interior decoration of Mosaic is not really up to it. For the price, Singapore offers better options. Dear Carlton need to improve...",30,Mar-18,Travelled on business,196,76,Carlton
good location,"Location is very good, easy assess to MRT station. There are shopping mall nearby. Staff are nice, the room is modern and clean. Staff are nice to my kid. Breakfast is very good. Highly recommend this hotel, it is worth to stay there.",50,Oct-17,Travelled with family,17,8,Carlton
Decent hotel,"Checked in for birthday celebration and stayed there for 2 nights. Check in was fast and easy. Staff was courteous.  Was given a room on the 18th floor. Room was simple and decent, nothing fanciful. Had a bath tub and separate shower. No wardrobe but a rail to hang the clothes.   Location of the hotel is great. Accessible to many shopping malls. It is also very near to MRT station.  Breakfast was so-so, compared to other hotels. Not much choice.   Overall, it’s a decent hotel in a fantastic location. Personally, I think that there are better hotels in the similar location.  ",30,Mar-18,Travelled as a couple,12,0,Carlton
Nice hotel,We stayed here before starting a cruise a very modern hotel with good facilities and the room was very nice clean & comfortable we had B&B which offered tastes to everyone  The staff were very helpful and everyone we dealt with were very attentive ,50,Mar-18,Travelled as a couple,174,37,Carlton
Very Nice Hotel,This hotel is located close to the MRT and very clean. The staff are fantastic and go out of there way to help. The facilities are very good and is family friendly. The hotel is located close to  major shopping centres and restaurants. I would recommend this Hotel for business and family stay. You wont be disappointed and price is very reasonable. ,50,Dec-17,Travelled with family,26,10,Carlton
Modern rooms - great location,"The Bras Basah road area is a great place to stay for downtown Singapore and the Carlton does not disappoint.  The rooms are comfortable, beds are firm, and it has all the amenities a business traveler would need. I was disappointed there was not ice machine available.  I prefer a walk-in shower and, although small, the showers in these room have both a ceiling mount and hand wand option.  My room's desk was also facing outside with a view toward the marina and Raffles hotel.  The breakfast is a bit pricey, but comparable to any upscale hotel.",40,Mar-18,Travelled on business,257,77,Carlton
Good,The best part of the hotel is that it is close to the main business district of Singapore. Most of the rooms are non smoking rooms which is an inconvenient for the smokers. Their complementary breakfast is also good. Very near to MRT and bus stop as well.,40,Mar-18,Travelled on business,264,58,Carlton
